Date,Open,High,Low,Close,Adj Close
05-09-2023,8360.299805,8395.849609,8343.900391,8384.099609,8384.099609
04-09-2023,8387.400391,8388.25,8317.400391,8343.900391,8343.900391
01-09-2023,8302.299805,8369.5,8292.650391,8358.700195,8358.700195
31-08-2023,8346.349609,8351.75,8276.450195,8298.450195,8298.450195
30-08-2023,8314.450195,8351.150391,8305.549805,8339.299805,8339.299805
29-08-2023,8287,8294.049805,8257,8283.450195,8283.450195
28-08-2023,8283.799805,8292.349609,8248.75,8271.349609,8271.349609
25-08-2023,8306.25,8307.650391,8253.25,8266.049805,8266.049805
24-08-2023,8338.25,8352.150391,8319.450195,8325.450195,8325.450195
23-08-2023,8342,8342.099609,8297.700195,8302.299805,8302.299805
22-08-2023,8293.049805,8327.799805,8274.150391,8321.799805,8321.799805
21-08-2023,8219.349609,8283.900391,8209.299805,8275.450195,8275.450195
18-08-2023,8216.400391,8245.400391,8190.25,8217,8217
17-08-2023,8249.900391,8254.099609,8198.75,8226.700195,8226.700195
16-08-2023,8229.5,8250.049805,8187.25,8242.200195,8242.200195
14-08-2023,8226.200195,8238.150391,8141.5,8223.549805,8223.549805
11-08-2023,8298.75,8303.650391,8223.150391,8232.299805,8232.299805
10-08-2023,8319.5,8324.549805,8250.049805,8292.099609,8292.099609
09-08-2023,8299.700195,8324.5,8267.099609,8320.900391,8320.900391
08-08-2023,8323.549805,8336.25,8265.900391,8292.099609,8292.099609
07-08-2023,8283.049805,8316.25,8266.599609,8310.25,8310.25
04-08-2023,8275.700195,8318.150391,8256.700195,8278.25,8278.25
03-08-2023,8291.900391,8314.349609,8226.049805,8254.799805,8254.799805
02-08-2023,8363.049805,8368.900391,8270.900391,8312.849609,8312.849609
01-08-2023,8417.549805,8424.150391,8365.650391,8375.200195,8375.200195
31-07-2023,8396.549805,8413.25,8366.650391,8402.200195,8402.200195
28-07-2023,8371.099609,8417.599609,8347.349609,8411.950195,8411.950195
27-07-2023,8394.400391,8416.900391,8313.549805,8347,8347
26-07-2023,8408.5,8421.200195,8379.549805,8400.150391,8400.150391
25-07-2023,8404.549805,8411.549805,8327.400391,8380.599609,8380.599609
24-07-2023,8449,8468.849609,8388.599609,8398.599609,8398.599609
21-07-2023,8467.599609,8499.950195,8431.799805,8443.5,8443.5
20-07-2023,8442.200195,8505.299805,8402.299805,8500,8500
19-07-2023,8435.950195,8445.799805,8408.5,8434,8434
18-07-2023,8452.049805,8460.299805,8402.849609,8424.049805,8424.049805
17-07-2023,8452.400391,8478,8416.799805,8439,8439
14-07-2023,8412.400391,8447.650391,8388.700195,8437.200195,8437.200195
13-07-2023,8469.349609,8474.849609,8378.849609,8394.849609,8394.849609
12-07-2023,8475.599609,8476.25,8397.25,8440.400391,8440.400391
11-07-2023,8377.5,8454.049805,8369.5,8445.400391,8445.400391
10-07-2023,8412.849609,8431.549805,8338.5,8348.700195,8348.700195
07-07-2023,8464,8498.450195,8384.299805,8397.450195,8397.450195
06-07-2023,8438.299805,8475.400391,8410,8472.599609,8472.599609
05-07-2023,8331.700195,8432.25,8320,8420.5,8420.5
04-07-2023,8356.200195,8356.950195,8304.25,8317.049805,8317.049805
03-07-2023,8336.700195,8345.950195,8301.900391,8336.349609,8336.349609
30-06-2023,8274.400391,8325.900391,8264.049805,8318.75,8318.75
28-06-2023,8213.450195,8256.849609,8205.5,8247.400391,8247.400391
27-06-2023,8179.350098,8202.75,8174.399902,8190.100098,8190.100098
26-06-2023,8118.450195,8177.450195,8106.700195,8167.350098,8167.350098
23-06-2023,8140.25,8142.700195,8087.600098,8109.100098,8109.100098
22-06-2023,8196.549805,8202.650391,8129.25,8134.799805,8134.799805
21-06-2023,8225.049805,8243.450195,8169.5,8190.25,8190.25
20-06-2023,8204.650391,8226.400391,8160.299805,8217.049805,8217.049805
19-06-2023,8272.049805,8282.900391,8194.5,8203.799805,8203.799805
16-06-2023,8204.349609,8265.450195,8198.950195,8256.700195,8256.700195
15-06-2023,8180.200195,8233.599609,8169.450195,8196.799805,8196.799805
14-06-2023,8146.950195,8168.850098,8123.850098,8162.549805,8162.549805
13-06-2023,8070.799805,8148.350098,8067.299805,8137,8137
12-06-2023,8060.850098,8074,8028.399902,8057.399902,8057.399902
09-06-2023,8094.549805,8126.149902,8033.600098,8039.600098,8039.600098
08-06-2023,8175.100098,8184.399902,8084.850098,8092.5,8092.5
07-06-2023,8100.700195,8166.799805,8088.649902,8160.700195,8160.700195
06-06-2023,8077.600098,8089.600098,8050.200195,8077.450195,8077.450195
05-06-2023,8076.049805,8088.299805,8058.25,8062.75,8062.75
02-06-2023,8015.100098,8060.649902,8004.149902,8055.600098,8055.600098
01-06-2023,7986.350098,8014.75,7961.399902,7990.799805,7990.799805
31-05-2023,7931.350098,8010.350098,7914.549805,7969.75,7969.75
30-05-2023,7938.600098,7951.049805,7916.700195,7931.350098,7931.350098
29-05-2023,7920.25,7938,7891.450195,7924.700195,7924.700195
26-05-2023,7819.200195,7871.799805,7800.75,7867.799805,7867.799805
25-05-2023,7761.350098,7820.549805,7754.850098,7808.850098,7808.850098
24-05-2023,7720.950195,7765.149902,7706.799805,7750.049805,7750.049805
23-05-2023,7728.950195,7750.649902,7718.850098,7726.600098,7726.600098
22-05-2023,7681.399902,7724.399902,7664.399902,7712.200195,7712.200195
19-05-2023,7681.75,7688.450195,7608.450195,7681.200195,7681.200195
18-05-2023,7766.149902,7766.149902,7661.75,7669.600098,7669.600098
17-05-2023,7762.149902,7772.450195,7701.25,7731.899902,7731.899902
16-05-2023,7816,7820,7750.649902,7756.899902,7756.899902
15-05-2023,7755,7821.600098,7743.700195,7796.350098,7796.350098
12-05-2023,7716.950195,7765.049805,7701.350098,7749,7749
11-05-2023,7692.299805,7722.350098,7660.299805,7715.600098,7715.600098
10-05-2023,7659.350098,7670.299805,7635.149902,7666.100098,7666.100098
09-05-2023,7671.75,7680.649902,7621.549805,7640.799805,7640.799805
08-05-2023,7615.25,7659.799805,7607.100098,7653.600098,7653.600098
05-05-2023,7567.5,7612.5,7560.75,7592.399902,7592.399902
04-05-2023,7541.049805,7569.25,7525,7564.75,7564.75
03-05-2023,7530.399902,7558.299805,7507.100098,7536.850098,7536.850098
02-05-2023,7522.200195,7547.399902,7509.799805,7522.649902,7522.649902
28-04-2023,7448.399902,7517.950195,7419.299805,7502.049805,7502.049805
27-04-2023,7417.049805,7448,7405.850098,7439.200195,7439.200195
26-04-2023,7396.399902,7418.549805,7376.5,7411.850098,7411.850098
25-04-2023,7368.5,7389.399902,7344.950195,7384.850098,7384.850098
24-04-2023,7356.049805,7368.149902,7322.049805,7363.899902,7363.899902
21-04-2023,7340.25,7352.299805,7324.700195,7344.049805,7344.049805
20-04-2023,7328.5,7355.950195,7319.200195,7339.299805,7339.299805
19-04-2023,7341.75,7351.450195,7310.350098,7323,7323
18-04-2023,7366.200195,7370.350098,7323.100098,7348.350098,7348.350098
17-04-2023,7371.700195,7371.700195,7322.450195,7352.600098,7352.600098
13-04-2023,7310.600098,7336.75,7301.899902,7319.299805,7319.299805
12-04-2023,7304.899902,7314.399902,7279.899902,7304.850098,7304.850098
11-04-2023,7270.399902,7293.200195,7259.200195,7288.700195,7288.700195
10-04-2023,7243.5,7257.5,7219.049805,7240.200195,7240.200195
06-04-2023,7243.299805,7252.5,7197.75,7235.100098,7235.100098
05-04-2023,7199.850098,7249,7183.950195,7241.399902,7241.399902
03-04-2023,7200.850098,7202.600098,7159.75,7197.850098,7197.850098
31-03-2023,7131.649902,7170.799805,7120.299805,7161.5,7161.5
29-03-2023,7051.850098,7118.149902,7049.350098,7104.600098,7104.600098
28-03-2023,7108.899902,7117.899902,7040,7050.25,7050.25
27-03-2023,7110.899902,7142.700195,7081.799805,7102.75,7102.75
24-03-2023,7152.100098,7165.450195,7097,7107.100098,7107.100098
23-03-2023,7128.200195,7167.75,7109.450195,7155.049805,7155.049805
22-03-2023,7132.200195,7148.5,7114.850098,7135.799805,7135.799805
21-03-2023,7151.950195,7160.399902,7111.649902,7115.700195,7115.700195
20-03-2023,7112.350098,7137.850098,7042.049805,7131.200195,7131.200195
17-03-2023,7167.25,7167.350098,7090,7126,7126
16-03-2023,7058.450195,7144.350098,7042.549805,7120.549805,7120.549805
15-03-2023,7082.850098,7106.200195,7039.600098,7047.5,7047.5
14-03-2023,7109.299805,7115.25,7040.5,7059.950195,7059.950195
13-03-2023,7183.5,7208.649902,7076.399902,7097,7097
10-03-2023,7165.5,7183.100098,7135.799805,7178.600098,7178.600098
09-03-2023,7285.450195,7285.450195,7180.600098,7186.549805,7186.549805
08-03-2023,7218.700195,7252.600098,7186,7247.75,7247.75
06-03-2023,7219.549805,7254.600098,7212.549805,7226.200195,7226.200195
03-03-2023,7141.549805,7202.950195,7137.149902,7191.700195,7191.700195
02-03-2023,7168.399902,7170.649902,7105,7108.899902,7108.899902
01-03-2023,7114.649902,7164.799805,7114.649902,7156.950195,7156.950195
28-02-2023,7128.799805,7161,7096.600098,7116.350098,7116.350098
27-02-2023,7164.049805,7167.25,7076.299805,7118.600098,7118.600098
24-02-2023,7229,7229.950195,7162.450195,7177.700195,7177.700195
23-02-2023,7254.649902,7255.899902,7183.100098,7207.950195,7207.950195
22-02-2023,7294.100098,7297.299805,7242.700195,7250.5,7250.5
21-02-2023,7341.100098,7344.75,7302.850098,7311.399902,7311.399902
20-02-2023,7356.649902,7367.649902,7313,7319.549805,7319.549805
17-02-2023,7369.350098,7392.950195,7326.5,7345.549805,7345.549805
16-02-2023,7404.200195,7425.950195,7376.5,7387.850098,7387.850098
15-02-2023,7315.399902,7394,7301.850098,7386.700195,7386.700195
14-02-2023,7337.049805,7371.200195,7314.100098,7347.049805,7347.049805
13-02-2023,7361.450195,7379.299805,7312.399902,7330,7330
10-02-2023,7366.25,7382.950195,7343.799805,7363.799805,7363.799805
09-02-2023,7374.649902,7397.299805,7346.600098,7374.850098,7374.850098
08-02-2023,7362.649902,7387.549805,7337.799805,7378.350098,7378.350098
07-02-2023,7430.700195,7430.75,7352.25,7359.100098,7359.100098
06-02-2023,7411.649902,7425.25,7364.850098,7419.549805,7419.549805
03-02-2023,7385.049805,7434.549805,7342.100098,7428,7428
02-02-2023,7316.950195,7402.549805,7302.450195,7378.549805,7378.549805
01-02-2023,7402.200195,7444.149902,7245.200195,7347.200195,7347.200195
31-01-2023,7313.799805,7366.600098,7247.200195,7349.5,7349.5
30-01-2023,7292.799805,7316.899902,7222.25,7289.049805,7289.049805
27-01-2023,7401.799805,7417.700195,7260.700195,7316.549805,7316.549805
25-01-2023,7446.600098,7448.299805,7381.799805,7392.049805,7392.049805
24-01-2023,7443.549805,7460.850098,7426.399902,7451.700195,7451.700195
23-01-2023,7402.799805,7433,7374.350098,7425.200195,7425.200195
20-01-2023,7422,7425.299805,7359.950195,7374.950195,7374.950195
19-01-2023,7495.200195,7503.950195,7429.549805,7452.950195,7452.950195
18-01-2023,7496.899902,7522.450195,7479.350098,7516.450195,7516.450195
17-01-2023,7434.100098,7491,7418.350098,7485.299805,7485.299805
16-01-2023,7466.299805,7468.600098,7399,7425.350098,7425.350098
13-01-2023,7447.399902,7467.549805,7404.450195,7456.600098,7456.600098
12-01-2023,7450.799805,7461.149902,7402.25,7434.149902,7434.149902
11-01-2023,7520.950195,7526.149902,7424.799805,7438.950195,7438.950195
10-01-2023,7583.450195,7584.75,7494,7523.200195,7523.200195
09-01-2023,7543.149902,7583.799805,7515.700195,7571.799805,7571.799805
06-01-2023,7538.200195,7569,7474.799805,7501.799805,7501.799805
05-01-2023,7521.850098,7555.549805,7478.450195,7534.850098,7534.850098
04-01-2023,7561.25,7566.75,7475.600098,7488.549805,7488.549805
03-01-2023,7544.899902,7561.600098,7526.200195,7552.549805,7552.549805
02-01-2023,7569,7575.899902,7523.649902,7550.75,7550.75
30-12-2022,7646.850098,7649.350098,7541,7554.350098,7554.350098
29-12-2022,7569.600098,7639.399902,7519.799805,7613.149902,7613.149902
28-12-2022,7562.5,7612.350098,7550.299805,7590.200195,7590.200195
27-12-2022,7579.25,7604,7530.700195,7567.399902,7567.399902
26-12-2022,7579.25,7604,7530.700195,7567.399902,7567.399902
23-12-2022,7567.25,7582.5,7443.049805,7456.5,7456.5
22-12-2022,7682.75,7710.950195,7591.950195,7612.549805,7612.549805
21-12-2022,7768.450195,7779.799805,7645.75,7662.899902,7662.899902
20-12-2022,7777.649902,7777.649902,7690.200195,7747.100098,7747.100098
19-12-2022,7680.100098,7803.149902,7670.649902,7792.649902,7792.649902
16-12-2022,7734.299805,7752.149902,7663.549805,7669.75,7669.75
15-12-2022,7818,7831,7747.75,7762.399902,7762.399902
14-12-2022,7852.299805,7857.049805,7811.100098,7827.399902,7827.399902
13-12-2022,7839.899902,7846.299805,7814.25,7835,7835
12-12-2022,7826,7837.399902,7774,7828.75,7828.75
09-12-2022,7854.399902,7868.549805,7783.700195,7836.450195,7836.450195
08-12-2022,7840.5,7867.299805,7810.350098,7825.049805,7825.049805
07-12-2022,7841.700195,7857.799805,7813.450195,7834.350098,7834.350098
06-12-2022,7794.549805,7831.100098,7788.649902,7823.799805,7823.799805
05-12-2022,7836.399902,7844.350098,7773.549805,7819.399902,7819.399902
02-12-2022,7890.149902,7893.049805,7810.149902,7830.600098,7830.600098
01-12-2022,7952.200195,7952.600098,7884,7897.25,7897.25
30-11-2022,7819,7949.25,7817.600098,7916.5,7916.5
29-11-2022,7749.5,7835.700195,7745.75,7812.100098,7812.100098
28-11-2022,7729.950195,7769.149902,7729.950195,7741.850098,7741.850098
25-11-2022,7767.350098,7774.850098,7704.149902,7745.299805,7745.299805
24-11-2022,7729.799805,7762.350098,7707.149902,7747.350098,7747.350098
23-11-2022,7726.149902,7729.75,7686.649902,7697.75,7697.75
22-11-2022,7689.399902,7712.600098,7669.100098,7696,7696
21-11-2022,7673.899902,7688.850098,7643.25,7681.649902,7681.649902
18-11-2022,7754.649902,7760.75,7653.100098,7691.899902,7691.899902
17-11-2022,7803.149902,7806.5,7721.5,7736.049805,7736.049805
16-11-2022,7833.049805,7835.549805,7777.299805,7807.950195,7807.950195
15-11-2022,7823.25,7838.850098,7775,7828.850098,7828.850098
14-11-2022,7845.350098,7868.700195,7789.649902,7804.5,7804.5
11-11-2022,7913.799805,7921.649902,7824.049805,7839.149902,7839.149902
10-11-2022,7889.700195,7894.450195,7809.899902,7840.75,7840.75
09-11-2022,7969.299805,7971.25,7883.25,7903.700195,7903.700195
07-11-2022,7939.200195,7969.899902,7885.200195,7938.149902,7938.149902
04-11-2022,7924.950195,7938.600098,7884.100098,7909.700195,7909.700195
03-11-2022,7876.600098,7933.649902,7876.350098,7918.700195,7918.700195
02-11-2022,7990.049805,7993.149902,7895.049805,7916.950195,7916.950195
01-11-2022,7996.100098,8007.100098,7951.899902,7994.100098,7994.100098
31-10-2022,7912.899902,7975.049805,7909.25,7965.049805,7965.049805
28-10-2022,7850.649902,7871.850098,7809.899902,7864.100098,7864.100098
27-10-2022,7806.549805,7847.850098,7770.049805,7824.75,7824.75
25-10-2022,7832.899902,7833.399902,7753.850098,7767.049805,7767.049805
24-10-2022,7833.549805,7842.049805,7792.549805,7804.399902,7804.399902
21-10-2022,7809.75,7834.5,7737.850098,7779.649902,7779.649902
20-10-2022,7727.450195,7800.549805,7714.649902,7787.899902,7787.899902
19-10-2022,7793.700195,7798.899902,7736.299805,7748.600098,7748.600098
18-10-2022,7693.350098,7770.899902,7687.450195,7758.350098,7758.350098
17-10-2022,7613.5,7660.100098,7571.899902,7639,7639
14-10-2022,7744.100098,7745,7617.399902,7626.299805,7626.299805
13-10-2022,7682.149902,7708.649902,7629.899902,7640.899902,7640.899902
12-10-2022,7676.700195,7698.200195,7608.399902,7688.799805,7688.799805
11-10-2022,7807.649902,7807.700195,7629.899902,7647.899902,7647.899902
10-10-2022,7749.200195,7793.299805,7717.25,7774.799805,7774.799805
07-10-2022,7865.850098,7877.299805,7796.200195,7843.950195,7843.950195
06-10-2022,7910.399902,7935,7835.649902,7846.200195,7846.200195
04-10-2022,7847.799805,7872.950195,7818.149902,7867.799805,7867.799805
03-10-2022,7908.25,7908.700195,7693.850098,7725.950195,7725.950195
30-09-2022,7806.450195,7887.850098,7722.899902,7872.700195,7872.700195
29-09-2022,7889.350098,7914.799805,7790.799805,7803,7803
28-09-2022,7793.5,7900.649902,7767.299805,7840.600098,7840.600098
27-09-2022,7867.649902,7920.75,7807.5,7839.5,7839.5
26-09-2022,7949.850098,7954.450195,7809.799805,7825.549805,7825.549805
23-09-2022,8129.899902,8146.950195,7988.5,7998.200195,7998.200195
22-09-2022,8003.25,8129.299805,7987.75,8113.549805,8113.549805
21-09-2022,8024.600098,8082,7990.899902,8006.899902,8006.899902
20-09-2022,7980.600098,8056.200195,7968.899902,8016.950195,8016.950195
19-09-2022,7882.200195,7945.149902,7798.549805,7918.25,7918.25
16-09-2022,8026.450195,8031.649902,7841.049805,7872,7872
15-09-2022,8066.299805,8085.950195,8015.75,8028.350098,8028.350098
14-09-2022,7940.200195,8070.399902,7939,8029.899902,8029.899902
13-09-2022,8030.600098,8058.649902,8019.299805,8047.950195,8047.950195
12-09-2022,7972.25,8005.899902,7967.25,7996.950195,7996.950195
09-09-2022,8013.100098,8013.100098,7932.700195,7951.600098,7951.600098
08-09-2022,7974.799805,7990.549805,7931.950195,7955.75,7955.75
07-09-2022,7904.899902,7944.950195,7834.700195,7913.049805,7913.049805
06-09-2022,7947.299805,7978.799805,7919.049805,7940.649902,7940.649902
05-09-2022,7927.799805,7941.549805,7904.200195,7932,7932
02-09-2022,7962.700195,7981.649902,7909.350098,7921.799805,7921.799805
01-09-2022,7876,7985.149902,7875.950195,7933.450195,7933.450195
30-08-2022,7824.850098,7963.5,7824.25,7952.75,7952.75
29-08-2022,7624.600098,7799.399902,7621.700195,7788.350098,7788.350098
26-08-2022,7823.200195,7838.899902,7772.899902,7782.649902,7782.649902
25-08-2022,7801.299805,7843.350098,7760.850098,7775.149902,7775.149902
24-08-2022,7725.25,7783.049805,7692.950195,7773.899902,7773.899902
23-08-2022,7622.299805,7775.649902,7618.149902,7752.25,7752.25
22-08-2022,7775.5,7776.899902,7659.200195,7672,7672
19-08-2022,7893.299805,7901.399902,7769.299805,7789.399902,7789.399902
18-08-2022,7861.100098,7895.850098,7848.350098,7880.399902,7880.399902
17-08-2022,7809.049805,7861.299805,7804.200195,7853.850098,7853.850098
16-08-2022,7728.100098,7798.700195,7719.350098,7787.75,7787.75
12-08-2022,7690.049805,7698.649902,7645.850098,7686.149902,7686.149902
11-08-2022,7747.450195,7756.799805,7662.399902,7685.950195,7685.950195
10-08-2022,7731.350098,7738.700195,7668.450195,7693.600098,7693.600098
08-08-2022,7678.149902,7710.75,7666.049805,7706.149902,7706.149902
05-08-2022,7712.450195,7725.350098,7655.850098,7664.5,7664.5
04-08-2022,7692.299805,7704.850098,7589.299805,7695.200195,7695.200195
03-08-2022,7672.100098,7698.450195,7591.950195,7667.600098,7667.600098
02-08-2022,7629.700195,7685.049805,7609.700195,7672.899902,7672.899902
01-08-2022,7547.200195,7622.049805,7534.700195,7614.799805,7614.799805
29-07-2022,7468.25,7531.600098,7462.049805,7514.850098,7514.850098
28-07-2022,7400.75,7429.600098,7355.75,7423.049805,7423.049805
27-07-2022,7312.899902,7367.399902,7292.950195,7360.350098,7360.350098
26-07-2022,7404.350098,7405.450195,7307.299805,7319.149902,7319.149902
25-07-2022,7437,7449.399902,7382.799805,7397.200195,7397.200195
22-07-2022,7440,7456,7409.100098,7434.100098,7434.100098
21-07-2022,7347.200195,7436.950195,7342.799805,7420.450195,7420.450195
20-07-2022,7368.399902,7385.299805,7331.799805,7343.649902,7343.649902
19-07-2022,7279.25,7324.850098,7262.350098,7318.649902,7318.649902
18-07-2022,7287.100098,7307.149902,7258.25,7285.700195,7285.700195
15-07-2022,7175.700195,7252.950195,7166.549805,7244.5,7244.5
14-07-2022,7134.200195,7163.75,7070.149902,7135.799805,7135.799805
13-07-2022,7132.700195,7152.100098,7094,7111.299805,7111.299805
12-07-2022,7130.25,7146.600098,7083,7094.350098,7094.350098
11-07-2022,7103.600098,7173.25,7092.600098,7160.75,7160.75
08-07-2022,7134.549805,7140.75,7092.899902,7133.549805,7133.549805
07-07-2022,7120.549805,7145.100098,7085.899902,7093.299805,7093.299805
06-07-2022,6892.700195,7074.600098,6892.700195,7063.200195,7063.200195
05-07-2022,6902.950195,6922.049805,6867.600098,6882.899902,6882.899902
04-07-2022,6784.25,6883.299805,6761.149902,6878.950195,6878.950195
01-07-2022,6675,6789.700195,6634.299805,6770.899902,6770.899902
30-06-2022,6718.799805,6752.299805,6671.799805,6692.799805,6692.799805
29-06-2022,6699.700195,6738.799805,6679.549805,6722.899902,6722.899902
28-06-2022,6737.549805,6765.350098,6691.5,6758,6758
27-06-2022,6774.399902,6785.700195,6737.399902,6761.899902,6761.899902
24-06-2022,6650.700195,6718,6649.399902,6713.649902,6713.649902
23-06-2022,6500.600098,6621.850098,6494.950195,6612.899902,6612.899902
22-06-2022,6525.5,6537,6466.850098,6479.299805,6479.299805
21-06-2022,6466.049805,6569.75,6448.899902,6557.399902,6557.399902
20-06-2022,6393.950195,6459.75,6363.600098,6437.100098,6437.100098
17-06-2022,6475.649902,6486.950195,6363.899902,6379.950195,6379.950195
16-06-2022,6631.950195,6634.100098,6463.799805,6493.649902,6493.649902
15-06-2022,6589.149902,6601.299805,6556.950195,6572.350098,6572.350098
14-06-2022,6547.450195,6617.450195,6539.700195,6567.799805,6567.799805
13-06-2022,6568.950195,6620.350098,6559.75,6581.25,6581.25
10-06-2022,6619.299805,6679.450195,6615.399902,6665.299805,6665.299805
09-06-2022,6607.649902,6694.700195,6564.600098,6684.799805,6684.799805
08-06-2022,6691.649902,6703.75,6611.950195,6635.75,6635.75
07-06-2022,6702.049805,6713.549805,6639.600098,6679.299805,6679.299805
06-06-2022,6759.149902,6768.399902,6676.399902,6751.799805,6751.799805
03-06-2022,6879.649902,6895.25,6764.850098,6771.799805,6771.799805
02-06-2022,6834.549805,6855.25,6785.700195,6849.299805,6849.299805
01-06-2022,6926.049805,6988.399902,6828.149902,6851.049805,6851.049805
31-05-2022,6882.850098,6954.100098,6852.25,6918.5,6918.5
30-05-2022,6810.950195,6891.600098,6795.549805,6886.649902,6886.649902
