Date,Open,High,Low,Close
01/25/2019,"2,657.88","2,672.38","2,612.86","2,664.76"
01/18/2019,"2,580.31","2,675.47","2,570.41","2,670.71"
01-11-2019,"2,535.61","2,597.82","2,524.56","2,596.26"
01-04-2019,"2,476.96","2,538.07","2,443.96","2,531.94"
12/31/2018,"2,498.94","2,509.24","2,482.82","2,506.85"
12/28/2018,"2,400.56","2,520.27","2,346.58","2,485.74"
12/21/2018,"2,590.75","2,601.13","2,408.55","2,416.62"
12/14/2018,"2,630.86","2,685.44","2,583.23","2,599.95"
12-07-2018,"2,790.50","2,800.18","2,621.53","2,633.08"
11/30/2018,"2,649.97","2,760.88","2,649.97","2,760.17"
11/23/2018,"2,730.74","2,733.16","2,631.09","2,632.56"
11/16/2018,"2,773.93","2,775.99","2,670.75","2,736.27"
11-09-2018,"2,726.37","2,815.15","2,717.94","2,781.01"
11-02-2018,"2,682.65","2,756.55","2,603.54","2,723.06"
10/26/2018,"2,773.94","2,778.94","2,628.16","2,658.69"
10/19/2018,"2,763.83","2,816.94","2,749.03","2,767.78"
10-12-2018,"2,877.53","2,894.83","2,710.51","2,767.13"
10-05-2018,"2,926.29","2,939.86","2,869.29","2,885.57"
09/28/2018,"2,921.83","2,931.15","2,903.28","2,913.98"
09/21/2018,"2,903.83","2,940.91","2,886.16","2,929.67"
09/14/2018,"2,881.39","2,908.30","2,866.78","2,904.98"
09-07-2018,"2,896.96","2,900.18","2,864.12","2,871.68"
08/31/2018,"2,884.69","2,916.50","2,884.69","2,901.52"
08/24/2018,"2,853.93","2,876.16","2,850.62","2,874.69"
08/17/2018,"2,835.46","2,855.63","2,802.49","2,850.13"
08-10-2018,"2,840.29","2,863.43","2,825.81","2,833.28"
08-03-2018,"2,819.00","2,840.38","2,796.34","2,840.35"
07/27/2018,"2,799.17","2,848.03","2,795.14","2,818.82"
07/20/2018,"2,801.43","2,816.76","2,789.24","2,801.83"
07/13/2018,"2,768.51","2,804.53","2,768.51","2,801.31"
07-06-2018,"2,704.95","2,764.41","2,698.95","2,759.82"
06/29/2018,"2,742.94","2,746.09","2,691.99","2,718.37"
06/22/2018,"2,765.79","2,774.99","2,743.19","2,754.88"
06/15/2018,"2,780.18","2,791.47","2,761.73","2,779.66"
06-08-2018,"2,741.67","2,779.90","2,739.51","2,779.03"
06-01-2018,"2,705.11","2,736.93","2,676.81","2,734.62"
05/25/2018,"2,725.95","2,742.24","2,707.38","2,721.33"
05/18/2018,"2,733.37","2,742.10","2,701.91","2,712.97"
05-11-2018,"2,669.36","2,732.86","2,655.20","2,727.72"
05-04-2018,"2,675.05","2,682.92","2,594.62","2,663.42"
04/27/2018,"2,675.40","2,683.55","2,612.67","2,669.91"
04/20/2018,"2,670.10","2,717.49","2,660.61","2,670.14"
04/13/2018,"2,617.18","2,680.26","2,610.79","2,656.30"
04-06-2018,"2,633.45","2,672.08","2,553.80","2,604.47"
03/29/2018,"2,619.35","2,674.78","2,593.06","2,640.87"
03/23/2018,"2,741.38","2,741.38","2,585.89","2,588.26"
03/16/2018,"2,790.54","2,801.90","2,741.47","2,752.01"
03-09-2018,"2,681.06","2,786.57","2,675.75","2,786.57"
03-02-2018,"2,757.37","2,789.15","2,647.32","2,691.25"
02/23/2018,"2,726.01","2,747.76","2,697.77","2,747.30"
02/16/2018,"2,636.75","2,754.42","2,622.45","2,732.22"
02-09-2018,"2,741.06","2,763.39","2,532.69","2,619.55"
02-02-2018,"2,867.23","2,870.62","2,759.97","2,762.13"
01/26/2018,"2,809.16","2,872.87","2,808.12","2,872.87"
01/19/2018,"2,798.96","2,810.33","2,768.64","2,810.30"
01-12-2018,"2,742.67","2,787.85","2,736.06","2,786.24"
01-05-2018,"2,683.73","2,743.45","2,682.36","2,743.15"
