Date,Open,High,Low,Close
06/28/2019,"1,02,017.56","1,02,617.31","99,420.64","1,00,967.20"
06/21/2019,"98,037.52","1,02,099.65","97,622.65","1,02,012.64"
06/14/2019,"97,827.62","99,364.48","96,782.23","98,040.06"
06-07-2019,"97,035.78","98,325.57","95,685.84","97,821.26"
05/31/2019,"93,625.70","97,992.31","93,625.70","97,030.32"
05/24/2019,"90,005.81","95,211.75","89,822.25","93,627.80"
05/17/2019,"94,252.49","94,252.49","89,408.93","89,992.73"
05-10-2019,"95,991.51","96,311.89","92,749.70","94,257.56"
05-03-2019,"96,253.53","97,123.09","95,311.67","96,007.89"
04/26/2019,"94,577.82","96,563.20","93,720.50","96,236.04"
04/18/2019,"92,874.83","95,140.29","92,337.54","94,578.26"
04-12-2019,"97,110.05","97,610.25","92,516.32","92,875.00"
04-05-2019,"95,422.90","97,493.10","94,124.40","97,108.17"
03/29/2019,"93,735.41","95,862.75","91,584.26","95,414.55"
03/22/2019,"99,141.49","1,00,438.87","93,379.64","93,735.15"
03/15/2019,"95,384.46","99,393.33","95,384.46","99,136.74"
03-08-2019,"94,603.63","95,475.68","93,304.76","95,364.85"
03-01-2019,"97,881.03","98,189.91","94,393.59","94,603.75"
02/22/2019,"97,526.51","98,543.68","95,793.10","97,885.60"
02/15/2019,"95,351.17","98,237.80","93,736.67","97,525.91"
02-08-2019,"97,861.27","98,588.63","93,424.29","95,343.10"
02-01-2019,"97,674.04","98,405.21","94,783.03","97,861.27"
01/24/2019,"96,092.61","97,677.19","94,661.91","97,677.19"
01/18/2019,"93,644.87","96,395.98","93,335.06","96,096.75"
01-11-2019,"91,845.16","93,987.17","91,063.90","93,658.31"
01-04-2019,"87,887.26","92,701.36","87,535.87","91,840.79"
12/31/2018,"85,684.26","88,044.02","83,891.74","87,887.26"
12/28/2018,"85,684.26","88,044.02","83,891.74","87,887.26"
12/21/2018,"87,448.03","88,101.07","84,755.68","85,697.15"
12/14/2018,"88,115.07","88,384.22","85,583.05","87,449.50"
12-07-2018,"89,511.16","91,242.22","87,025.06","88,115.07"
11/30/2018,"86,237.45","90,245.54","84,904.74","89,504.03"
11/23/2018,"88,472.47","88,483.65","85,762.82","86,230.22"
11/16/2018,"85,643.90","88,516.46","84,071.39","88,515.27"
11-09-2018,"88,418.37","89,598.16","84,030.36","85,641.21"
11-01-2018,"85,728.47","89,017.37","82,782.96","88,419.05"
10/26/2018,"84,221.85","85,786.21","83,034.85","85,719.87"
10/19/2018,"82,922.49","86,167.32","82,922.49","84,219.74"
10-11-2018,"82,324.46","87,333.09","82,324.46","82,921.08"
10-05-2018,"79,350.43","85,441.79","78,090.72","82,321.52"
09/28/2018,"79,446.73","80,106.92","77,005.45","79,342.42"
09/21/2018,"75,428.42","80,001.60","75,227.25","79,444.29"
09/14/2018,"76,416.01","77,293.01","74,274.51","75,429.09"
09-06-2018,"76,675.48","76,675.48","74,276.40","76,416.01"
08/31/2018,"76,264.27","78,782.51","76,025.96","76,677.53"
08/24/2018,"76,028.61","77,232.11","74,875.80","76,262.24"
08/17/2018,"76,513.00","78,741.69","75,632.81","76,028.51"
08-10-2018,"81,444.64","81,764.90","76,043.11","76,514.36"
08-03-2018,"79,865.74","81,792.10","78,573.05","81,434.98"
