Date,NIFTY50,,,
12-04-2009,"5,131.70",,,
12-03-2009,"5,124.55",,,
12-02-2009,"5,122.75",,,
12-01-2009,"5,039.70",,,
11-30-2009,"4,942.25",,,
11-27-2009,"5,005.05",,,
11-26-2009,"5,116.45",,,
11-25-2009,"5,091.55",,,
11-24-2009,"5,105.00",,,
11-23-2009,"5,052.95",,,
11-20-2009,"4,988.75",,,
11-19-2009,"5,043.95",,,
11-18-2009,"5,061.50",,,
11-17-2009,"5,058.95",,,
11-16-2009,"4,996.50",,,
11-13-2009,"4,952.35",,,
11-12-2009,"5,004.40",,,
11-11-2009,"4,882.30",,,
11-10-2009,"4,898.90",,,
11-09-2009,"4,796.15",,,
11-06-2009,"4,767.50",,,
11-05-2009,"4,711.65",,,
11-04-2009,"4,567.30",,,
11-03-2009,"4,712.25",,,
10-30-2009,"4,751.10",,,
10-29-2009,"4,826.10",,,
10-28-2009,"4,846.55",,,
10-27-2009,"4,970.55",,,
10-26-2009,"4,997.15",,,
10-23-2009,"4,986.55",,,
10-22-2009,"5,063.35",,,
10-21-2009,"5,114.85",,,
10-20-2009,"5,145.60",,,
10-16-2009,"5,108.65",,,
10-15-2009,"5,118.55",,,
10-14-2009,"5,054.35",,,
10-12-2009,"4,945.45",,,
10-09-2009,"4,993.00",,,
10-08-2009,"5,011.25",,,
10-07-2009,"5,031.70",,,
10-06-2009,"5,003.65",,,
10-05-2009,"5,076.05",,,
10-01-2009,"5,087.20",,,
09-30-2009,"5,007.65",,,
09-29-2009,"4,959.15",,,
09-25-2009,"4,985.10",,,
09-24-2009,"4,977.15",,,
09-23-2009,"5,019.95",,,
09-22-2009,"4,977.10",,,
09-18-2009,"4,963.95",,,
09-17-2009,"4,958.55",,,
09-16-2009,"4,894.65",,,
09-15-2009,"4,808.35",,,
09-14-2009,"4,808.60",,,
09-11-2009,"4,819.40",,,
09-10-2009,"4,814.35",,,
09-09-2009,"4,804.90",,,
09-08-2009,"4,782.85",,,
09-07-2009,"4,682.40",,,
09-04-2009,"4,608.70",,,
09-03-2009,"4,608.75",,,
09-02-2009,"4,624.00",,,
09-01-2009,"4,662.20",,,
08-31-2009,"4,730.85",,,
08-28-2009,"4,688.40",,,
08-27-2009,"4,679.00",,,
08-26-2009,"4,659.45",,,
08-25-2009,"4,641.65",,,
08-24-2009,"4,536.95",,,
08-21-2009,"4,453.45",,,
08-20-2009,"4,394.35",,,
08-19-2009,"4,457.75",,,
08-18-2009,"4,389.50",,,
08-17-2009,"4,578.80",,,
08-14-2009,"4,605.15",,,
08-13-2009,"4,458.55",,,
08-12-2009,"4,473.80",,,
08-11-2009,"4,435.00",,,
08-10-2009,"4,486.50",,,
08-07-2009,"4,591.90",,,
08-06-2009,"4,694.35",,,
08-05-2009,"4,680.95",,,
08-04-2009,"4,706.25",,,
08-03-2009,"4,711.40",,,
07-31-2009,"4,571.60",,,
07-30-2009,"4,513.10",,,
07-29-2009,"4,565.80",,,
07-28-2009,"4,572.80",,,
07-27-2009,"4,568.65",,,
07-24-2009,"4,524.80",,,
07-23-2009,"4,409.70",,,
07-22-2009,"4,469.30",,,
07-21-2009,"4,501.50",,,
07-20-2009,"4,377.90",,,
07-17-2009,"4,231.45",,,
07-16-2009,"4,223.50",,,
07-15-2009,"4,120.80",,,
07-14-2009,"3,974.10",,,
07-13-2009,"4,003.40",,,
07-10-2009,"4,081.40",,,
07-09-2009,"4,078.75",,,
07-08-2009,"4,201.85",,,
07-07-2009,"4,166.00",,,
07-06-2009,"4,429.60",,,
07-03-2009,"4,347.30",,,
07-02-2009,"4,373.50",,,
07-01-2009,"4,292.30",,,
06-30-2009,"4,391.50",,,
06-29-2009,"4,375.40",,,
06-26-2009,"4,243.95",,,
06-25-2009,"4,293.85",,,
06-24-2009,"4,247.30",,,
06-23-2009,"4,223.30",,,
06-22-2009,"4,314.20",,,
06-19-2009,"4,251.10",,,
06-18-2009,"4,352.95",,,
06-17-2009,"4,515.35",,,
06-16-2009,"4,478.10",,,
06-15-2009,"4,584.65",,,
06-12-2009,"4,637.55",,,
06-11-2009,"4,657.40",,,
06-10-2009,"4,551.70",,,
06-09-2009,"4,427.75",,,
06-08-2009,"4,582.35",,,
06-05-2009,"4,573.30",,,
06-04-2009,"4,530.30",,,
06-03-2009,"4,525.50",,,
06-02-2009,"4,530.45",,,
06-01-2009,"4,450.40",,,
05-29-2009,"4,340.75",,,
05-28-2009,"4,276.15",,,
05-27-2009,"4,117.30",,,
05-26-2009,"4,239.55",,,
05-25-2009,"4,238.10",,,
05-22-2009,"4,211.85",,,
05-21-2009,"4,270.35",,,
05-20-2009,"4,318.75",,,
05-19-2009,"4,324.95",,,
05-18-2009,"3,673.15",,,
05-15-2009,"3,597.85",,,
05-14-2009,"3,631.90",,,
05-13-2009,"3,668.75",,,
05-12-2009,"3,554.65",,,
05-11-2009,"3,615.75",,,
05-08-2009,"3,681.80",,,
05-07-2009,"3,617.15",,,
05-06-2009,"3,662.00",,,
05-05-2009,"3,664.50",,,
05-04-2009,"3,478.70",,,
04-29-2009,"3,371.65",,,
04-28-2009,"3,469.50",,,
04-27-2009,"3,481.30",,,
04-24-2009,"3,423.60",,,
04-23-2009,"3,330.50",,,
04-22-2009,"3,364.60",,,
04-21-2009,"3,376.85",,,
04-20-2009,"3,384.75",,,
04-17-2009,"3,369.50",,,
04-16-2009,"3,484.35",,,
04-15-2009,"3,381.45",,,
04-13-2009,"3,342.20",,,
04-09-2009,"3,346.00",,,
04-08-2009,"3,255.35",,,
04-06-2009,"3,211.35",,,
04-02-2009,"3,061.05",,,
04-01-2009,"3,023.85",,,
03-31-2009,"2,981.70",,,
03-30-2009,"3,108.75",,,
03-27-2009,"3,079.40",,,
03-26-2009,"2,982.25",,,
03-25-2009,"2,938.80",,,
03-24-2009,"2,923.80",,,
03-23-2009,"2,807.25",,,
03-20-2009,"2,807.35",,,
03-19-2009,"2,797.05",,,
03-18-2009,"2,757.65",,,
03-17-2009,"2,776.35",,,
03-16-2009,"2,716.05",,,
03-13-2009,"2,616.60",,,
03-12-2009,"2,574.50",,,
03-09-2009,"2,620.10",,,
03-06-2009,"2,576.75",,,
03-05-2009,"2,645.90",,,
03-04-2009,"2,611.95",,,
03-03-2009,"2,672.15",,,
03-02-2009,"2,764.60",,,
02-27-2009,"2,785.70",,,
02-26-2009,"2,762.20",,,
02-25-2009,"2,733.45",,,
02-24-2009,"2,737.25",,,
02-20-2009,"2,789.30",,,
02-19-2009,"2,776.70",,,
02-18-2009,"2,755.15",,,
02-17-2009,"2,853.85",,,
02-16-2009,"2,948.25",,,
02-13-2009,"2,896.95",,,
02-12-2009,"2,927.40",,,
02-11-2009,"2,933.00",,,
02-10-2009,"2,919.70",,,
02-09-2009,"2,843.05",,,
02-06-2009,"2,779.35",,,
02-05-2009,"2,802.75",,,
02-04-2009,"2,780.70",,,
02-03-2009,"2,773.50",,,
02-02-2009,"2,872.35",,,
01-30-2009,"2,824.05",,,
01-29-2009,"2,849.35",,,
01-28-2009,"2,771.10",,,
01-27-2009,"2,686.05",,,
01-23-2009,"2,705.45",,,
01-22-2009,"2,714.70",,,
01-21-2009,"2,777.40",,,
01-20-2009,"2,842.90",,,
01-19-2009,"2,828.70",,,
01-16-2009,"2,737.00",,,
01-15-2009,"2,832.30",,,
01-14-2009,"2,748.40",,,
01-13-2009,"2,775.00",,,
01-12-2009,"2,868.85",,,
01-09-2009,"2,919.95",,,
01-07-2009,"3,112.80",,,
01-06-2009,"3,121.50",,,
01-05-2009,"3,058.75",,,
01-02-2009,"3,034.60",,,
01-01-2009,"2,963.30",,,
